kor_co_nm,fin_prdt_nm,join_way,pnsn_kind_nm,prdt_type_nm,dcls_rate,guar_rate,btrm_prft_rate_1,btrm_prft_rate_2,btrm_prft_rate_3,etc,pnsn_recp_trm_nm,pnsn_entr_age_nm,mon_paym_atm_nm,paym_prd_nm,pnsn_strt_age_nm,etc_available,etc_clean,search_text
미래에셋자산운용,미래에셋전략배분TDF솔루션혼합자산자투자신탁 종류C-P,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,혼합자산,,,12.33,-13.43,0.0,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 미래에셋전략배분TDF솔루션혼합자산자투자신탁 종류C-P
금융회사: 미래에셋자산운용
연금종류: 연금저축펀드
상품유형: 혼합자산
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 12.33%
과거수익률2년: -13.43%
과거수익률3년: 0.0%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
교보악사자산운용,교보악사공모주하이일드플러스증권투자신탁[채권혼합]ClassC-P(연금),영업점,연금저축펀드,혼합채권형,,,1.62,16.5,0.0,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 교보악사공모주하이일드플러스증권투자신탁[채권혼합]ClassC-P(연금)
금융회사: 교보악사자산운용
연금종류: 연금저축펀드
상품유형: 혼합채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 1.62%
과거수익률2년: 16.5%
과거수익률3년: 0.0%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
교보악사자산운용,교보악사파워인덱스증권투자신탁1호(주식-파생형)ClassC-P2e,영업점,연금저축펀드,주식파생형,,,14.88,-19.32,11.71,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 교보악사파워인덱스증권투자신탁1호(주식-파생형)ClassC-P2e
금융회사: 교보악사자산운용
연금종류: 연금저축펀드
상품유형: 주식파생형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 14.88%
과거수익률2년: -19.32%
과거수익률3년: 11.71%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
KB자산운용,KB 연금 미국 S&P500 인덱스 증권 자투자신탁(주식-파생형)C-E CLASS,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,주식파생형,,,-100.0,-9.6,19.79,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: KB 연금 미국 S&P500 인덱스 증권 자투자신탁(주식-파생형)C-E CLASS
금융회사: KB자산운용
연금종류: 연금저축펀드
상품유형: 주식파생형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: -100.0%
과거수익률2년: -9.6%
과거수익률3년: 19.79%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
한국투자신탁운용,한국투자TDF알아서2040증권투자신탁(주식혼합-재간접형)(C-P),영업점,연금저축펀드,재간접형,,,18.34,-13.2,13.13,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 한국투자TDF알아서2040증권투자신탁(주식혼합-재간접형)(C-P)
금융회사: 한국투자신탁운용
연금종류: 연금저축펀드
상품유형: 재간접형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 18.34%
과거수익률2년: -13.2%
과거수익률3년: 13.13%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
한국투자신탁운용,한국투자연금베트남증권자투자신탁(주식혼합)(S-P),영업점,연금저축펀드,혼합주식형,,,7.05,-12.21,46.26,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 한국투자연금베트남증권자투자신탁(주식혼합)(S-P)
금융회사: 한국투자신탁운용
연금종류: 연금저축펀드
상품유형: 혼합주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 7.05%
과거수익률2년: -12.21%
과거수익률3년: 46.26%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
신영자산운용,신영연금60 증권 전환형 투자신탁(주식혼합),"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,혼합주식형,,,3.0,-10.14,10.21,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 신영연금60 증권 전환형 투자신탁(주식혼합)
금융회사: 신영자산운용
연금종류: 연금저축펀드
상품유형: 혼합주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 3.0%
과거수익률2년: -10.14%
과거수익률3년: 10.21%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
한국투자신탁운용,한국투자TDF알아서2035증권투자신탁(주식혼합-재간접형)(C-P),영업점,연금저축펀드,재간접형,,,17.27,-13.37,12.38,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 한국투자TDF알아서2035증권투자신탁(주식혼합-재간접형)(C-P)
금융회사: 한국투자신탁운용
연금종류: 연금저축펀드
상품유형: 재간접형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 17.27%
과거수익률2년: -13.37%
과거수익률3년: 12.38%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
하나자산운용,하나UBS인Best연금증권자투자신탁(제1호)[주식혼합],"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,혼합주식형,,,3.63,-11.63,11.29,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 하나UBS인Best연금증권자투자신탁(제1호)[주식혼합]
금융회사: 하나자산운용
연금종류: 연금저축펀드
상품유형: 혼합주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 3.63%
과거수익률2년: -11.63%
과거수익률3년: 11.29%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
KB자산운용,KB 연금 통중국 고배당 증권 자투자신탁(주식)C 클래스,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,주식형,,,-100.0,-20.79,39.12,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: KB 연금 통중국 고배당 증권 자투자신탁(주식)C 클래스
금융회사: KB자산운용
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: -100.0%
과거수익률2년: -20.79%
과거수익률3년: 39.12%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
한국투자신탁운용,한국투자연금베트남증권자투자신탁(주식혼합)(C-e),영업점,연금저축펀드,혼합주식형,,,6.85,-12.38,46.0,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 한국투자연금베트남증권자투자신탁(주식혼합)(C-e)
금융회사: 한국투자신탁운용
연금종류: 연금저축펀드
상품유형: 혼합주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 6.85%
과거수익률2년: -12.38%
과거수익률3년: 46.0%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
케이씨지아이자산운용 주식회사,메리츠코리아스몰캡증권투자신탁[주식]종류C-P,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,주식형,,,15.6,-20.04,21.16,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 메리츠코리아스몰캡증권투자신탁[주식]종류C-P
금융회사: 케이씨지아이자산운용 주식회사
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 15.6%
과거수익률2년: -20.04%
과거수익률3년: 21.16%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
브이아이자산운용 주식회사,브이아이 스마일 연금 증권 전환형 자투자신탁 1호C-P2[주식],"영업점,인터넷,스마트폰",연금저축펀드,주식형,,,7.57,-19.4,28.4,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 브이아이 스마일 연금 증권 전환형 자투자신탁 1호C-P2[주식]
금융회사: 브이아이자산운용 주식회사
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 7.57%
과거수익률2년: -19.4%
과거수익률3년: 28.4%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰"
한화자산운용,한화연금60증권전환형투자신탁(주식혼합) 종류C,영업점,연금저축펀드,혼합주식형,,,6.34,-12.29,16.27,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 한화연금60증권전환형투자신탁(주식혼합) 종류C
금융회사: 한화자산운용
연금종류: 연금저축펀드
상품유형: 혼합주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 6.34%
과거수익률2년: -12.29%
과거수익률3년: 16.27%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
한국투자신탁운용,한국투자TDF알아서2030증권투자신탁(주식혼합-재간접형)(C-P),영업점,연금저축펀드,재간접형,,,16.68,-12.5,11.54,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 한국투자TDF알아서2030증권투자신탁(주식혼합-재간접형)(C-P)
금융회사: 한국투자신탁운용
연금종류: 연금저축펀드
상품유형: 재간접형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 16.68%
과거수익률2년: -12.5%
과거수익률3년: 11.54%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
한국투자신탁운용,한국투자연금셀렉트중국본토ETF증권전환형자투자신탁(주식-재간접형)(C),영업점,연금저축펀드,재간접형,,,25.78,-28.52,24.19,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 한국투자연금셀렉트중국본토ETF증권전환형자투자신탁(주식-재간접형)(C)
금융회사: 한국투자신탁운용
연금종류: 연금저축펀드
상품유형: 재간접형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 25.78%
과거수익률2년: -28.52%
과거수익률3년: 24.19%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
교보악사자산운용,교보악사파워인덱스증권투자신탁1호(주식-파생형)ClassC-P2,영업점,연금저축펀드,주식파생형,,,14.07,-17.67,26.15,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 교보악사파워인덱스증권투자신탁1호(주식-파생형)ClassC-P2
금융회사: 교보악사자산운용
연금종류: 연금저축펀드
상품유형: 주식파생형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 14.07%
과거수익률2년: -17.67%
과거수익률3년: 26.15%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
미래에셋자산운용,미래에셋자산배분TDF2025증권자투자신탁(채권혼합- 재간접형)종류C-Pe,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,재간접형,,,13.63,-7.9,8.37,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 미래에셋자산배분TDF2025증권자투자신탁(채권혼합- 재간접형)종류C-Pe
금융회사: 미래에셋자산운용
연금종류: 연금저축펀드
상품유형: 재간접형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 13.63%
과거수익률2년: -7.9%
과거수익률3년: 8.37%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
삼성자산운용,삼성클래식중국본토중소형FOCUS연금증권자투자신탁H[주식]_Ce,"영업점,인터넷,스마트폰,모집인",연금저축펀드,주식형,,,36.36,-32.62,7.33,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 삼성클래식중국본토중소형FOCUS연금증권자투자신탁H[주식]_Ce
금융회사: 삼성자산운용
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 36.36%
과거수익률2년: -32.62%
과거수익률3년: 7.33%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인"
한국투자신탁운용,한국투자TDF알아서2025증권투자신탁(주식혼합-재간접형)(C-P),영업점,연금저축펀드,재간접형,,,14.67,-11.26,10.71,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 한국투자TDF알아서2025증권투자신탁(주식혼합-재간접형)(C-P)
금융회사: 한국투자신탁운용
연금종류: 연금저축펀드
상품유형: 재간접형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 14.67%
과거수익률2년: -11.26%
과거수익률3년: 10.71%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
한국투자신탁운용,한국투자연금글로벌브랜드파워증권자투자신탁(주식)(C),영업점,연금저축펀드,주식형,,,23.37,-14.89,20.84,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 한국투자연금글로벌브랜드파워증권자투자신탁(주식)(C)
금융회사: 한국투자신탁운용
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 23.37%
과거수익률2년: -14.89%
과거수익률3년: 20.84%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
삼성자산운용,삼성클래식중소형연금증권자투자신탁 제1호[주식]_C,"영업점,인터넷,스마트폰,모집인",연금저축펀드,주식형,,,2.06,-15.02,21.94,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 삼성클래식중소형연금증권자투자신탁 제1호[주식]_C
금융회사: 삼성자산운용
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 2.06%
과거수익률2년: -15.02%
과거수익률3년: 21.94%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인"
