kor_co_nm,fin_prdt_nm,join_way,mtrt_int,spcl_cnd,join_deny,join_member,etc_note,max_limit,save_trm,intr_rate,intr_rate2,search_text
바로저축은행,정기예금,영업점,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,1,제한없음,"1. 최소가입금액: 10만원이상
2. 정기예금 12개월 초과 2.70% (정기예금 12개월만 3.20% 적용)",,1,1.0,1.0,"상품명: 정기예금
금융회사: 바로저축은행
기본금리: 1.0%
최고금리: 1.0%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
바로저축은행,스마트정기예금(인터넷),인터넷,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,1,제한없음,"1. 최소가입금액: 10만원이상
2. 정기예금 12개월 초과 2.70% (정기예금 12개월만 3.26% 적용)",,1,1.0,1.0,"상품명: 스마트정기예금(인터넷)
금융회사: 바로저축은행
기본금리: 1.0%
최고금리: 1.0%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷"
바로저축은행,SB톡톡 정기예금(비대면),스마트폰,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,1,제한없음,"1. 최소가입금액: 10만원이상
2. 정기예금 12개월 초과 2.70% (정기예금 12개월만 3.26% 적용)",,1,1.0,1.0,"상품명: SB톡톡 정기예금(비대면)
금융회사: 바로저축은행
기본금리: 1.0%
최고금리: 1.0%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
바로저축은행,바로6개월 정기예금,영업점,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,1,제한없음,1. 최소가입금액: 10만원이상,,12,3.1,3.1,"상품명: 바로6개월 정기예금
금융회사: 바로저축은행
기본금리: 3.1%
최고금리: 3.1%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
바로저축은행,바로6개월 정기예금(비대면),"인터넷,스마트폰","* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,1,제한없음,1. 최소가입금액: 10만원이상,,6,2.3,2.3,"상품명: 바로6개월 정기예금(비대면)
금융회사: 바로저축은행
기본금리: 2.3%
최고금리: 2.3%
저축기간: 6개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
다올저축은행,Fi 정기예금 (대면),"인터넷,스마트폰","- 1개월 까지 : 당초 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%",없음,1,제한없음,"* 중도해지이율 (경과기간별 차등 적용)
- 1개월미만 : 가입일의 보통예금 금리, 6개월미만 : 약정이율X50%, 9개월미만 : 약정이율X55%, 
12개월미만 : 약정이율X60%, 12개월이상 : 약정이율X70%",,1,2.2,2.2,"상품명: Fi 정기예금 (대면)
금융회사: 다올저축은행
기본금리: 2.2%
최고금리: 2.2%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
다올저축은행,Fi 정기예금 (비대면),"인터넷,스마트폰","- 1개월 까지 : 당초 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%",없음,1,제한없음,"* 중도해지이율 (경과기간별 차등 적용)
- 1개월미만 : 가입일의 보통예금 금리, 6개월미만 : 약정이율X50%, 9개월미만 : 약정이율X55%, 
12개월미만 : 약정이율X60%, 12개월이상 : 약정이율X70%",,1,2.2,2.2,"상품명: Fi 정기예금 (비대면)
금융회사: 다올저축은행
기본금리: 2.2%
최고금리: 2.2%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
다올저축은행,Fi 리볼빙 정기예금 (대면),영업점,"- 1개월 까지 : 마지막 회전도래 시 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%",없음,1,제한없음,"* 변동금리 상품 :가입기간36개월(가입 후 매1년 회전주기 단위로 약정이율 변동) /약정이율 : 회전시점의 Fi정기예금(비대면) 12개월 금리+0.05% / 중도해지이율 : 1개월미만 : 신규일(또는 최종회전일)의 보통예금 금리, 6개월미만 : 약정이율X50%, 9개월미만 : 약정이율X55%, 12개월미만 : 약정이율X60%",,12,3.0,3.0,"상품명: Fi 리볼빙 정기예금 (대면)
금융회사: 다올저축은행
기본금리: 3.0%
최고금리: 3.0%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
다올저축은행,Fi 리볼빙 정기예금 (비대면),"인터넷,스마트폰","- 1개월 까지 : 마지막 회전도래 시 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%",없음,1,제한없음,"* 변동금리 상품 :가입기간은 36개월(가입 후 매1년 회전주기 단위로 약정이율 변동) /약정이율 : 회전시점의 Fi정기예금(비대면) 12개월 금리+0.05% /중도해지이율 : 1개월미만 : 신규일(또는 최종회전일)의 보통예금 금리, 6개월미만 : 약정이율X50%, 9개월미만 : 약정이율X55%, 12개월미만 : 약정이율X60%",,12,3.26,3.26,"상품명: Fi 리볼빙 정기예금 (비대면)
금융회사: 다올저축은행
기본금리: 3.26%
최고금리: 3.26%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
다올저축은행,Fi 자유해지 정기예금(변동) (대면),영업점,"- 1개월 까지 : 마지막 회전도래 시 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%",없음,1,제한없음,* 변동금리상품: 가입기간은 36개월(가입후 매 3개월 단위로 약정이율 변동) / 약정이율 : 회전시점의 동일채널별 'Fi저축예금' 금리+0.30% / 중도해지이율 : 중도해지 시점 해당계좌의 약정금리와 동일,,3,3.0,3.0,"상품명: Fi 자유해지 정기예금(변동) (대면)
금융회사: 다올저축은행
기본금리: 3.0%
최고금리: 3.0%
저축기간: 3개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
다올저축은행,Fi 자유해지 정기예금(변동) (비대면),"인터넷,스마트폰","- 1개월 까지 : 마지막 회전도래 시 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%",없음,1,제한없음,* 변동금리상품: 가입기간은 36개월(가입후 매 3개월 단위로 약정이율 변동) / 약정이율 : 회전시점의 동일채널별 'Fi저축예금' 금리+0.30% / 중도해지이율 : 중도해지 시점 해당계좌의 약정금리와 동일,,3,3.0,3.0,"상품명: Fi 자유해지 정기예금(변동) (비대면)
금융회사: 다올저축은행
기본금리: 3.0%
최고금리: 3.0%
저축기간: 3개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
다올저축은행,Fi 하이브리드 정기예금 (대면),영업점,"- 1개월 까지 : 당초 기본금리와 만기시점 기본금리를 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%",없음,1,제한없음,"* 하루만 맡겨도 기본금리 적용, 만기시에는 추가금리가 더해지는 12개월 정기예금
*중도해지이율 : 기본금리
*만기해지이율 : 기본금리+추가금리",,12,1.6,3.1,"상품명: Fi 하이브리드 정기예금 (대면)
금융회사: 다올저축은행
기본금리: 1.6%
최고금리: 3.1%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
다올저축은행,Fi 하이브리드 정기예금 (비대면),"인터넷,스마트폰","- 1개월 까지 : 당초 기본금리와 만기시점 기본금리를 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%",없음,1,제한없음,"* 하루만 맡겨도 기본금리 적용, 만기시에는 추가금리가 더해지는 12개월 정기예금
*중도해지이율 : 기본금리
*만기해지이율 : 기본금리+추가금리",,12,1.6,3.1,"상품명: Fi 하이브리드 정기예금 (비대면)
금융회사: 다올저축은행
기본금리: 1.6%
최고금리: 3.1%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
다올저축은행,Fi 리볼빙 정기예금(6M)(대면),영업점,"- 만기후 1개월이내 : 마지막 회전도래시 약정이율 또는 만기시점 동일상품의 신규 약정이율 중 낮은 이율
- 만기후 1개월초과 : 연 0.1%",없음,1,제한없음,"* 변동금리 상품 : 가입기간 36개월 (가입 후 매 6개월 회전주기 단위로 약정이율 변동)
* 중도해지이율 : 1개월미만 - 신규일의 보통예금 금리, 6개월미만 : 약정이율X50%,",,6,2.9,2.9,"상품명: Fi 리볼빙 정기예금(6M)(대면)
금융회사: 다올저축은행
기본금리: 2.9%
최고금리: 2.9%
저축기간: 6개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
다올저축은행,Fi 리볼빙 정기예금(6M)(비대면),"인터넷,스마트폰","- 만기후 1개월이내 : 마지막 회전도래시 약정이율 또는 만기시점 동일상품의 신규 약정이율 중 낮은 이율
- 만기후 1개월초과 : 연 0.1%",없음,1,제한없음,"* 변동금리 상품 : 가입기간 36개월 (가입 후 매 6개월 회전주기 단위로 약정이율 변동)
* 중도해지이율 : 1개월미만 - 신규일의 보통예금 금리, 6개월미만 : 약정이율X50%,",,6,2.9,2.9,"상품명: Fi 리볼빙 정기예금(6M)(비대면)
금융회사: 다올저축은행
기본금리: 2.9%
최고금리: 2.9%
저축기간: 6개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
유안타저축은행,정기예금,영업점,"만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,1,제한없음,없음,,1,1.7,1.7,"상품명: 정기예금
금융회사: 유안타저축은행
기본금리: 1.7%
최고금리: 1.7%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
유안타저축은행,e-정기예금,"인터넷,스마트폰","만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,1,제한없음,없음,,1,1.7,1.7,"상품명: e-정기예금
금융회사: 유안타저축은행
기본금리: 1.7%
최고금리: 1.7%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
유안타저축은행,회전정기예금 (변동금리),영업점,"만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,1,제한없음,없음,,12,3.1,3.1,"상품명: 회전정기예금 (변동금리)
금융회사: 유안타저축은행
기본금리: 3.1%
최고금리: 3.1%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
유안타저축은행,SB톡톡 정기예금 (비대면),스마트폰,"만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,1,제한없음,없음,,1,1.7,1.7,"상품명: SB톡톡 정기예금 (비대면)
금융회사: 유안타저축은행
기본금리: 1.7%
최고금리: 1.7%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
유안타저축은행,e-회전정기예금 (변동금리),"인터넷,스마트폰","만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,1,제한없음,없음,,12,3.1,3.1,"상품명: e-회전정기예금 (변동금리)
금융회사: 유안타저축은행
기본금리: 3.1%
최고금리: 3.1%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
유안타저축은행,SB톡톡 회전정기예금 (비대면),스마트폰,"만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,1,제한없음,없음,,12,3.1,3.1,"상품명: SB톡톡 회전정기예금 (비대면)
금융회사: 유안타저축은행
기본금리: 3.1%
최고금리: 3.1%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
고려저축은행,정기예금,영업점,"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,1,비거주 외국인 외 제한없음,-,,1,1.3,1.3,"상품명: 정기예금
금융회사: 고려저축은행
기본금리: 1.3%
최고금리: 1.3%
저축기간: 1개월
최고한도: nan
우대조건: -
가입제한: 1
가입대상: 비거주 외국인 외 제한없음
가입방법: 영업점"
고려저축은행,정기예금(비대면),"인터넷,스마트폰","*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,1,비거주 외국인 외 제한없음,-,,1,1.3,1.3,"상품명: 정기예금(비대면)
금융회사: 고려저축은행
기본금리: 1.3%
최고금리: 1.3%
저축기간: 1개월
최고한도: nan
우대조건: -
가입제한: 1
가입대상: 비거주 외국인 외 제한없음
가입방법: 인터넷,스마트폰"
